ecozone,ecoprovince,ecoregion,species,eco_cells,spp_cells,pct_range,min,mean,median,p80,p90,p95,max,std_dev
4,4.2,50,blbw,565,564,0,0.0014,0.0022,0.0022,0.0024,0.0024,0.0024,0.0025,2e-4
4,4.2,50,boch,565,564,100,0.0376,0.0454,0.0459,0.0466,0.0468,0.0472,0.0503,0.0018
4,4.2,50,brcr,565,564,0,0.0119,0.0128,0.0128,0.0131,0.0132,0.0132,0.0134,3e-4
4,4.2,50,btnw,565,564,0,0.0024,0.0035,0.0037,0.0037,0.0037,0.0037,0.0044,3e-4
4,4.2,50,cawa,565,564,0,0.0022,0.0024,0.0023,0.0025,0.0027,0.0027,0.0029,1e-4
4,4.2,50,cmwa,565,564,0,0.0045,0.011,0.011,0.0128,0.0136,0.0144,0.065,0.0057
4,4.2,50,osfl,565,564,0,0.0029,0.0047,0.0047,0.0055,0.0056,0.0057,0.0079,7e-4
4,4.2,50,pigr,565,564,100,0.0059,0.0186,0.0104,0.027,0.0456,0.0552,0.1261,0.018
4,4.2,50,rubl,565,564,83,0.0032,0.0226,0.0164,0.0387,0.0536,0.0621,0.0956,0.0195
4,4.2,50,swth,565,564,0,0.0515,0.067,0.0665,0.0734,0.0774,0.0816,0.0932,0.008
4,4.2,50,wwcr,565,564,100,0.0717,0.0948,0.0938,0.1017,0.1057,0.117,0.1961,0.0151
4,4.1,51,blbw,3792,3792,0,0.0016,0.003,0.0025,0.0033,0.0045,0.0064,0.0081,0.0012
4,4.1,51,boch,3792,3792,100,0.0184,0.0491,0.0481,0.0498,0.0532,0.0602,0.0889,0.0058
4,4.1,51,brcr,3792,3792,0,0.0107,0.0143,0.0135,0.0157,0.0185,0.0191,0.021,0.0021
4,4.1,51,btnw,3792,3792,0,0.0027,0.004,0.0037,0.0046,0.0054,0.0057,0.0095,9e-4
4,4.1,51,cawa,3792,3792,0,0.0019,0.0025,0.0024,0.0027,0.0028,0.0029,0.0053,3e-4
4,4.1,51,cmwa,3792,3792,0,0.0029,0.0098,0.0104,0.0118,0.013,0.0137,0.0203,0.0027
4,4.1,51,osfl,3792,3792,57,0.0025,0.0055,0.0055,0.0063,0.0074,0.0085,0.0105,0.0014
4,4.1,51,pigr,3792,3792,100,0.0053,0.0135,0.0137,0.0157,0.0166,0.0174,0.0567,0.0029
4,4.1,51,rubl,3792,3792,100,0.0039,0.0162,0.0177,0.0223,0.0238,0.0258,0.0348,0.0067
4,4.1,51,swth,3792,3792,42,0.0446,0.1633,0.1594,0.2028,0.2251,0.2548,0.3076,0.0499
4,4.1,51,wwcr,3792,3792,100,0.0492,0.0939,0.0926,0.1043,0.1135,0.122,0.1864,0.015
4,4.2,52,blbw,6776,4989,0,0.0014,0.0025,0.0025,0.0026,0.0026,0.0027,0.0036,2e-4
4,4.2,52,boch,6776,4989,72,0.0354,0.045,0.0459,0.0473,0.0478,0.0483,0.0663,0.003
4,4.2,52,brcr,6776,4989,0,0.0121,0.0131,0.013,0.0132,0.0135,0.0154,0.0166,8e-4
4,4.2,52,btnw,6776,4989,0,0.0022,0.0036,0.0037,0.0038,0.0038,0.0038,0.0046,3e-4
4,4.2,52,cawa,6776,4989,0,0.0021,0.0024,0.0024,0.0025,0.0026,0.0027,0.0033,1e-4
4,4.2,52,cmwa,6776,4989,0,0.0035,0.0111,0.0122,0.0132,0.0144,0.017,0.0592,0.0041
4,4.2,52,osfl,6776,4989,0,0.0026,0.0046,0.0046,0.0054,0.0057,0.0058,0.0068,8e-4
4,4.2,52,pigr,6776,4989,64,0.0045,0.0116,0.0109,0.0135,0.0142,0.0156,0.2233,0.0096
4,4.2,52,rubl,6776,4989,75,0.0028,0.0137,0.0136,0.0191,0.0231,0.0292,0.0891,0.0088
4,4.2,52,swth,6776,4989,0,0.047,0.1123,0.0973,0.1591,0.1906,0.227,0.254,0.0546
4,4.2,52,wwcr,6776,4989,74,0.0616,0.0839,0.083,0.0917,0.096,0.1011,0.2245,0.0121
4,4.2,53,blbw,1897,1897,0,0.0013,0.0024,0.0025,0.0025,0.0026,0.0026,0.0027,2e-4
4,4.2,53,boch,1897,1897,100,0.0396,0.0469,0.0467,0.048,0.049,0.0501,0.0711,0.0024
4,4.2,53,brcr,1897,1897,0,0.0119,0.0126,0.0126,0.0127,0.0127,0.0128,0.0132,2e-4
4,4.2,53,btnw,1897,1897,0,0.0022,0.003,0.0028,0.0032,0.0037,0.0037,0.0039,3e-4
4,4.2,53,cawa,1897,1897,0,0.0019,0.0022,0.0022,0.0024,0.0024,0.0024,0.0028,1e-4
4,4.2,53,cmwa,1897,1897,0,0.0032,0.0054,0.005,0.0059,0.0064,0.0072,0.0139,9e-4
4,4.2,53,osfl,1897,1897,0,0.0026,0.0034,0.0031,0.0038,0.0041,0.0054,0.0072,8e-4
4,4.2,53,pigr,1897,1897,100,0.0073,0.0112,0.0109,0.012,0.0128,0.0135,0.0618,0.0027
4,4.2,53,rubl,1897,1897,100,0.0032,0.0084,0.006,0.0081,0.0171,0.0266,0.053,0.0076
4,4.2,53,swth,1897,1897,0,0.0639,0.1657,0.1663,0.2114,0.2273,0.2525,0.3084,0.0533
4,4.2,53,wwcr,1897,1897,100,0.0633,0.0763,0.0732,0.0828,0.0912,0.0988,0.1285,0.0103
4,4.2,54,blbw,1274,1274,0,0.0014,0.0024,0.0025,0.0026,0.0026,0.0027,0.0028,3e-4
4,4.2,54,boch,1274,1274,100,0.0332,0.0424,0.0417,0.0464,0.047,0.0474,0.0488,0.0036
4,4.2,54,brcr,1274,1274,0,0.0126,0.0133,0.0133,0.0135,0.0138,0.0139,0.014,3e-4
4,4.2,54,btnw,1274,1274,0,0.0026,0.0036,0.0037,0.0037,0.0038,0.0038,0.0038,2e-4
4,4.2,54,cawa,1274,1274,0,0.0023,0.0026,0.0025,0.0027,0.0028,0.0028,0.0029,2e-4
4,4.2,54,cmwa,1274,1274,0,0.006,0.0147,0.0131,0.014,0.0169,0.029,0.0584,0.0061
4,4.2,54,osfl,1274,1274,0,0.0033,0.0051,0.0052,0.0054,0.0055,0.0056,0.0067,5e-4
4,4.2,54,pigr,1274,1274,69,0.0044,0.0081,0.0063,0.0126,0.0137,0.0145,0.0329,0.004
4,4.2,54,rubl,1274,1274,100,0.0041,0.0111,0.0095,0.016,0.0172,0.0179,0.0217,0.0038
4,4.2,54,swth,1274,1274,0,0.0383,0.0619,0.056,0.0728,0.0914,0.1101,0.135,0.0191
4,4.2,54,wwcr,1274,1274,100,0.0612,0.0825,0.0767,0.0865,0.0934,0.1319,0.2406,0.0234
4,4.2,55,blbw,2646,2621,0,0.0013,0.0024,0.0025,0.0025,0.0026,0.0026,0.0027,2e-4
4,4.2,55,boch,2646,2621,99,0.041,0.0482,0.0481,0.0495,0.0502,0.051,0.0662,0.0021
4,4.2,55,brcr,2646,2621,0,0.0119,0.0128,0.0128,0.013,0.0131,0.0132,0.0134,3e-4
4,4.2,55,btnw,2646,2621,0,0.0023,0.0034,0.0037,0.0038,0.0038,0.0039,0.0047,4e-4
4,4.2,55,cawa,2646,2621,0,0.0019,0.0024,0.0024,0.0024,0.0025,0.0025,0.0048,2e-4
4,4.2,55,cmwa,2646,2621,5,0.0036,0.0068,0.0056,0.0077,0.0104,0.012,0.0394,0.0031
4,4.2,55,osfl,2646,2621,14,0.0026,0.0046,0.0045,0.0049,0.0055,0.0061,0.0082,8e-4
4,4.2,55,pigr,2646,2621,99,0.0056,0.0123,0.0115,0.013,0.0137,0.0162,0.149,0.0093
4,4.2,55,rubl,2646,2621,99,0.0034,0.0086,0.0082,0.0105,0.0125,0.0139,0.0193,0.0026
4,4.2,55,swth,2646,2621,42,0.063,0.1993,0.1967,0.2378,0.2506,0.2565,0.303,0.0384
4,4.2,55,wwcr,2646,2621,99,0.0629,0.0874,0.0818,0.0947,0.107,0.1242,0.414,0.0247
4,4.2,56,blbw,1021,1021,0,0.0013,0.0024,0.0025,0.0025,0.0026,0.0026,0.0038,3e-4
4,4.2,56,boch,1021,1021,100,0.0394,0.0475,0.0475,0.0486,0.0492,0.0497,0.0603,0.0017
4,4.2,56,brcr,1021,1021,0,0.0118,0.0131,0.0131,0.0133,0.0135,0.0136,0.0191,6e-4
4,4.2,56,btnw,1021,1021,0,0.002,0.0035,0.0036,0.004,0.0042,0.0044,0.0052,6e-4
4,4.2,56,cawa,1021,1021,0,0.0019,0.0024,0.0023,0.0025,0.0027,0.0032,0.0065,4e-4
4,4.2,56,cmwa,1021,1021,0,0.0038,0.0072,0.0063,0.0093,0.0107,0.0118,0.039,0.0027
4,4.2,56,osfl,1021,1021,50,0.0032,0.0057,0.005,0.006,0.0079,0.0106,0.0191,0.0023
4,4.2,56,pigr,1021,1021,100,0.0051,0.0086,0.0078,0.0102,0.0126,0.0147,0.0165,0.0026
4,4.2,56,rubl,1021,1021,100,0.0041,0.0086,0.0069,0.0122,0.0158,0.0179,0.0207,0.0042
4,4.2,56,swth,1021,1021,54,0.0915,0.2321,0.2393,0.2698,0.2866,0.2962,0.3133,0.0447
4,4.2,56,wwcr,1021,1021,100,0.0627,0.0945,0.0882,0.0975,0.1179,0.1669,0.3363,0.0313
4,4.2,57,blbw,629,479,0,0.0017,0.0026,0.0027,0.0027,0.0027,0.0028,0.0034,2e-4
4,4.2,57,boch,629,479,54,0.0371,0.0412,0.0406,0.0433,0.0447,0.0454,0.047,0.0022
4,4.2,57,brcr,629,479,0,0.013,0.0142,0.0141,0.0148,0.0151,0.0155,0.0169,7e-4
4,4.2,57,btnw,629,479,0,0.003,0.0037,0.0037,0.0038,0.0038,0.0039,0.0043,1e-4
4,4.2,57,cawa,629,479,0,0.0026,0.0028,0.0028,0.0029,0.0029,0.0029,0.0031,1e-4
4,4.2,57,cmwa,629,479,0,0.0126,0.0168,0.0163,0.0178,0.0189,0.0199,0.0519,0.0023
4,4.2,57,osfl,629,479,0,0.0052,0.0056,0.0057,0.0058,0.0058,0.0059,0.006,1e-4
4,4.2,57,pigr,629,479,3,0.0051,0.0103,0.0092,0.0129,0.0139,0.017,0.0243,0.0032
4,4.2,57,rubl,629,479,78,0.0086,0.0241,0.0247,0.0304,0.0326,0.0356,0.0556,0.0082
4,4.2,57,swth,629,479,0,0.0395,0.1105,0.1195,0.1307,0.1334,0.1371,0.1571,0.0259
4,4.2,57,wwcr,629,479,40,0.0645,0.0694,0.0687,0.0707,0.0723,0.0737,0.1452,0.0048
4,4.2,58,blbw,422,422,0,0.0016,0.0025,0.0025,0.0026,0.0026,0.0027,0.0042,2e-4
4,4.2,58,boch,422,422,100,0.0394,0.0472,0.0473,0.0482,0.0489,0.0493,0.0524,0.0016
4,4.2,58,brcr,422,422,0,0.0122,0.0132,0.0132,0.0133,0.0134,0.0135,0.0138,2e-4
4,4.2,58,btnw,422,422,0,0.0033,0.0038,0.0038,0.0039,0.0041,0.0042,0.0045,2e-4
4,4.2,58,cawa,422,422,0,0.0022,0.0028,0.0024,0.0028,0.0036,0.0047,0.009,9e-4
4,4.2,58,cmwa,422,422,5,0.005,0.0089,0.0073,0.0123,0.014,0.0144,0.0282,0.0038
4,4.2,58,osfl,422,422,58,0.0034,0.0044,0.0044,0.0047,0.0048,0.005,0.007,4e-4
4,4.2,58,pigr,422,422,100,0.0051,0.0093,0.008,0.0131,0.0135,0.0138,0.02,0.0032
4,4.2,58,rubl,422,422,100,0.0048,0.0078,0.0066,0.0101,0.0122,0.0134,0.016,0.0026
4,4.2,58,swth,422,422,84,0.1048,0.2164,0.2148,0.2684,0.283,0.2953,0.3159,0.0505
4,4.2,58,wwcr,422,422,100,0.0765,0.1113,0.0906,0.1278,0.1729,0.2121,0.4347,0.0491
4,4.2,59,blbw,1700,1700,0,0.0015,0.0027,0.0026,0.0032,0.0033,0.0034,0.0036,4e-4
4,4.2,59,boch,1700,1700,100,0.0343,0.0464,0.0475,0.0486,0.0492,0.0498,0.0668,0.0031
4,4.2,59,brcr,1700,1700,0,0.0124,0.014,0.0137,0.0154,0.0157,0.0158,0.0165,0.0012
4,4.2,59,btnw,1700,1700,0,0.0023,0.0033,0.0033,0.0037,0.0037,0.0039,0.0045,4e-4
4,4.2,59,cawa,1700,1700,0,0.002,0.0024,0.0024,0.0025,0.0025,0.0026,0.0045,1e-4
4,4.2,59,cmwa,1700,1700,0,0.0048,0.0091,0.0069,0.0132,0.0158,0.0169,0.0481,0.0048
4,4.2,59,osfl,1700,1700,0,0.0032,0.0047,0.0045,0.0049,0.0053,0.0069,0.0089,9e-4
4,4.2,59,pigr,1700,1700,100,0.0046,0.0105,0.011,0.0129,0.0136,0.014,0.0151,0.0026
4,4.2,59,rubl,1700,1700,100,0.0042,0.0123,0.0117,0.0161,0.0188,0.0202,0.0255,0.0042
4,4.2,59,swth,1700,1700,61,0.1395,0.237,0.243,0.2634,0.3129,0.3365,0.3612,0.0492
4,4.2,59,wwcr,1700,1700,100,0.0407,0.0734,0.0722,0.0815,0.0833,0.0851,0.1978,0.0144
4,4.2,60,blbw,2771,2386,0,0.0014,0.0028,0.0029,0.0032,0.0033,0.0034,0.0035,4e-4
4,4.2,60,boch,2771,2386,86,0.0334,0.0439,0.0434,0.0465,0.0476,0.0483,0.0517,0.0025
4,4.2,60,brcr,2771,2386,0,0.0122,0.0148,0.0151,0.0156,0.0161,0.0164,0.0167,0.0012
4,4.2,60,btnw,2771,2386,0,0.0024,0.0033,0.0034,0.0036,0.0036,0.0037,0.0044,3e-4
4,4.2,60,cawa,2771,2386,0,0.0019,0.0023,0.0022,0.0024,0.0025,0.0026,0.0053,2e-4
4,4.2,60,cmwa,2771,2386,42,0.0041,0.009,0.0078,0.0101,0.012,0.015,0.0471,0.0044
4,4.2,60,osfl,2771,2386,31,0.0026,0.0047,0.0043,0.0055,0.006,0.0076,0.0092,0.0012
4,4.2,60,pigr,2771,2386,86,0.0044,0.0061,0.0058,0.0065,0.0076,0.0088,0.0129,0.0013
4,4.2,60,rubl,2771,2386,86,0.004,0.0075,0.0072,0.0084,0.0094,0.0104,0.0181,0.0018
4,4.2,60,swth,2771,2386,86,0.1981,0.2849,0.275,0.3127,0.3391,0.3527,0.3892,0.0322
4,4.2,60,wwcr,2771,2386,100,0.0414,0.0806,0.0763,0.0859,0.0962,0.1174,0.2835,0.0234
4,4.1,61,blbw,765,765,0,0.0027,0.0061,0.0066,0.0071,0.0073,0.0076,0.0082,0.0012
4,4.1,61,boch,765,765,100,0.0229,0.074,0.0757,0.0857,0.0911,0.0957,0.1205,0.0152
4,4.1,61,brcr,765,765,0,0.0121,0.016,0.0159,0.0178,0.0187,0.0191,0.0208,0.0019
4,4.1,61,btnw,765,765,0,0.0038,0.0059,0.006,0.0066,0.0071,0.0077,0.0094,0.0011
4,4.1,61,cawa,765,765,0,0.0026,0.0029,0.0029,0.003,0.003,0.0031,0.0041,1e-4
4,4.1,61,cmwa,765,765,0,0.0072,0.0105,0.0106,0.011,0.0112,0.0116,0.0147,8e-4
4,4.1,61,osfl,765,765,100,0.0059,0.0088,0.009,0.0095,0.0098,0.0103,0.0123,0.0011
4,4.1,61,pigr,765,765,100,0.0072,0.0135,0.0135,0.0153,0.0162,0.0182,0.0257,0.0026
4,4.1,61,rubl,765,765,100,0.0075,0.0169,0.0166,0.0193,0.0209,0.0231,0.0404,0.0038
4,4.1,61,swth,765,765,100,0.0826,0.1866,0.1874,0.2479,0.2707,0.2923,0.3857,0.0662
4,4.1,61,wwcr,765,765,100,0.0834,0.1347,0.1342,0.1457,0.1519,0.1567,0.23,0.0148
4,4.1,62,blbw,858,858,0,0.0019,0.0042,0.0039,0.006,0.0068,0.007,0.0077,0.0016
4,4.1,62,boch,858,858,100,0.0471,0.069,0.0584,0.0906,0.102,0.112,0.1828,0.023
4,4.1,62,brcr,858,858,0,0.0128,0.0169,0.0164,0.0196,0.0206,0.0218,0.0313,0.0033
4,4.1,62,btnw,858,858,0,0.0034,0.0061,0.0061,0.0068,0.0073,0.008,0.0152,0.0013
4,4.1,62,cawa,858,858,2,0.0023,0.0045,0.0031,0.006,0.008,0.0108,0.0215,0.0028
4,4.1,62,cmwa,858,858,0,0.0092,0.0213,0.0144,0.0297,0.0437,0.0576,0.0888,0.0155
4,4.1,62,osfl,858,858,100,0.0034,0.0078,0.0081,0.0092,0.0096,0.0104,0.0132,0.0017
4,4.1,62,pigr,858,858,100,0.0045,0.0098,0.0086,0.0142,0.0157,0.0168,0.0298,0.0042
4,4.1,62,rubl,858,858,100,0.0045,0.0177,0.0181,0.0218,0.023,0.0242,0.0328,0.005
4,4.1,62,swth,858,858,100,0.1149,0.2298,0.2328,0.2689,0.2841,0.3017,0.3595,0.0474
4,4.1,62,wwcr,858,858,100,0.0903,0.1573,0.1513,0.1823,0.1974,0.2145,0.5306,0.0413
4,4.2,63,blbw,1558,1558,0,0.0016,0.0027,0.0025,0.0028,0.0034,0.0039,0.0059,5e-4
4,4.2,63,boch,1558,1558,100,0.0411,0.0465,0.0465,0.0479,0.0484,0.0489,0.0599,0.0017
4,4.2,63,brcr,1558,1558,0,0.012,0.0132,0.013,0.0135,0.0143,0.015,0.0158,7e-4
4,4.2,63,btnw,1558,1558,0,0.0023,0.0035,0.0035,0.0037,0.0039,0.0043,0.0056,4e-4
4,4.2,63,cawa,1558,1558,0,0.0019,0.0031,0.0024,0.0037,0.0048,0.0064,0.0149,0.0016
4,4.2,63,cmwa,1558,1558,99,0.0049,0.0132,0.0114,0.0167,0.0222,0.031,0.0689,0.0072
4,4.2,63,osfl,1558,1558,98,0.0032,0.0048,0.0048,0.0054,0.0057,0.0059,0.0073,7e-4
4,4.2,63,pigr,1558,1558,100,0.0043,0.0074,0.0058,0.0114,0.0137,0.0143,0.0155,0.0033
4,4.2,63,rubl,1558,1558,100,0.0045,0.0086,0.0069,0.0121,0.0148,0.0166,0.0744,0.0043
4,4.2,63,swth,1558,1558,100,0.1997,0.2559,0.2589,0.2727,0.2814,0.2864,0.3433,0.0209
4,4.2,63,wwcr,1558,1558,100,0.0684,0.1108,0.0941,0.1332,0.1655,0.1919,0.4702,0.0442
4,4.3,64,blbw,8198,7661,0,0.0015,0.0048,0.0032,0.0061,0.0089,0.0124,0.0707,0.004
4,4.3,64,boch,8198,7661,94,0.0393,0.067,0.0631,0.0847,0.0886,0.0911,0.1023,0.0148
4,4.3,64,brcr,8198,7661,0,0.0122,0.016,0.0143,0.0173,0.023,0.0269,0.039,0.0046
4,4.3,64,btnw,8198,7661,0,0.0024,0.0064,0.0043,0.0066,0.0092,0.024,0.0573,0.0064
4,4.3,64,cawa,8198,7661,13,0.0022,0.0087,0.0063,0.0128,0.0181,0.0245,0.0587,0.0072
4,4.3,64,cmwa,8198,7661,66,0.0074,0.0524,0.0361,0.0842,0.118,0.1356,0.2468,0.0401
4,4.3,64,osfl,8198,7661,94,0.0029,0.0055,0.0054,0.0069,0.0074,0.0079,0.0126,0.0014
4,4.3,64,pigr,8198,7661,94,0.0038,0.0053,0.0051,0.0059,0.006,0.0062,0.0153,8e-4
4,4.3,64,rubl,8198,7661,94,0.0031,0.0132,0.0136,0.02,0.0228,0.0242,0.0562,0.0072
4,4.3,64,swth,8198,7661,93,0.1189,0.259,0.2611,0.2804,0.2907,0.3044,0.3464,0.0289
4,4.3,64,wwcr,8198,7661,100,0.0696,0.1482,0.1377,0.1593,0.1804,0.2301,1.5348,0.0761
4,4.3,65,blbw,4739,4739,0,0.0015,0.0037,0.0026,0.0032,0.0063,0.0085,0.0433,0.0034
4,4.3,65,boch,4739,4739,100,0.0471,0.0649,0.0622,0.0725,0.0787,0.0926,0.1184,0.0112
4,4.3,65,brcr,4739,4739,0,0.0123,0.015,0.0138,0.0145,0.0161,0.0258,0.0394,0.0044
4,4.3,65,btnw,4739,4739,0,0.0025,0.0057,0.0047,0.0062,0.0073,0.0114,0.0352,0.0035
4,4.3,65,cawa,4739,4739,4,0.0023,0.0064,0.0039,0.0079,0.0141,0.0224,0.0465,0.0064
4,4.3,65,cmwa,4739,4739,40,0.0084,0.0284,0.019,0.038,0.0579,0.0879,0.1529,0.0221
4,4.3,65,osfl,4739,4739,100,0.0032,0.0072,0.0075,0.0086,0.009,0.0093,0.0113,0.0015
4,4.3,65,pigr,4739,4739,100,0.004,0.0073,0.006,0.0087,0.0134,0.015,0.0198,0.0032
4,4.3,65,rubl,4739,4739,100,0.0036,0.0192,0.0191,0.024,0.0259,0.0272,0.0342,0.0056
4,4.3,65,swth,4739,4739,100,0.1112,0.2448,0.2475,0.2704,0.2805,0.2931,0.3469,0.0325
4,4.3,65,wwcr,4739,4739,100,0.0755,0.1543,0.1446,0.1658,0.1753,0.1935,2.1549,0.0786
4,4.3,66,blbw,1497,1497,0,0.0056,0.0092,0.0085,0.0094,0.0104,0.0142,0.0394,0.0027
4,4.3,66,boch,1497,1497,100,0.0522,0.0866,0.0729,0.0951,0.1306,0.1771,0.3373,0.0404
4,4.3,66,brcr,1497,1497,0,0.0127,0.0194,0.0168,0.0238,0.0273,0.0299,0.0397,0.0052
4,4.3,66,btnw,1497,1497,0,0.009,0.0239,0.0227,0.0294,0.0344,0.0393,0.0736,0.008
4,4.3,66,cawa,1497,1497,1,0.0028,0.0072,0.0045,0.0086,0.0158,0.0259,0.0348,0.0066
4,4.3,66,cmwa,1497,1497,0,0.0097,0.0218,0.0147,0.0221,0.0296,0.0722,0.1608,0.0216
4,4.3,66,osfl,1497,1497,100,0.0033,0.0059,0.0062,0.0065,0.0068,0.007,0.0089,9e-4
4,4.3,66,pigr,1497,1497,100,0.0041,0.009,0.0068,0.0121,0.0166,0.0202,0.0369,0.0049
4,4.3,66,rubl,1497,1497,100,0.0033,0.0039,0.0038,0.0041,0.0043,0.0049,0.0075,6e-4
4,4.3,66,swth,1497,1497,100,0.1825,0.2632,0.2667,0.2794,0.2878,0.2972,0.3432,0.0241
4,4.3,66,wwcr,1497,1497,100,0.0859,0.118,0.1125,0.1365,0.1505,0.1579,0.2166,0.0208
5,5.1,68,blbw,8543,8410,0,0.0013,0.0029,0.0029,0.0034,0.0034,0.0035,0.0036,5e-4
5,5.1,68,boch,8543,8410,89,0.0321,0.0426,0.0425,0.0451,0.0458,0.0465,0.063,0.0027
5,5.1,68,brcr,8543,8410,0,0.0132,0.0156,0.0157,0.0165,0.0169,0.0171,0.0176,0.0011
5,5.1,68,btnw,8543,8410,0,0.0023,0.004,0.004,0.0044,0.0044,0.0045,0.0046,4e-4
5,5.1,68,cawa,8543,8410,0,0.0022,0.0026,0.0025,0.0028,0.0029,0.003,0.0035,2e-4
5,5.1,68,cmwa,8543,8410,0,0.0043,0.0125,0.0121,0.017,0.0183,0.0196,0.0487,0.0048
5,5.1,68,osfl,8543,8410,0,0.0028,0.0043,0.004,0.0052,0.0056,0.0069,0.0089,0.0011
5,5.1,68,pigr,8543,8410,33,0.0044,0.0092,0.0094,0.0122,0.0131,0.0136,0.0314,0.0031
5,5.1,68,rubl,8543,8410,42,0.0045,0.0122,0.0107,0.0147,0.0206,0.0295,0.0559,0.0071
5,5.1,68,swth,8543,8410,5,0.0386,0.1245,0.1015,0.1907,0.2628,0.2844,0.363,0.0798
5,5.1,68,wwcr,8543,8410,82,0.0373,0.0661,0.0666,0.0746,0.079,0.082,0.1868,0.0117
5,5.1,69,blbw,7465,6411,0,0.0014,0.0032,0.0033,0.0034,0.0035,0.0035,0.006,4e-4
5,5.1,69,boch,7465,6411,88,0.029,0.0484,0.0462,0.051,0.058,0.0641,0.0918,0.007
5,5.1,69,brcr,7465,6411,0,0.013,0.0162,0.0163,0.0166,0.0169,0.0171,0.0178,6e-4
5,5.1,69,btnw,7465,6411,0,0.0026,0.0044,0.0044,0.0047,0.0052,0.0058,0.0075,7e-4
5,5.1,69,cawa,7465,6411,0,0.0021,0.003,0.0026,0.003,0.0033,0.0051,0.0161,0.0013
5,5.1,69,cmwa,7465,6411,55,0.0047,0.0129,0.0097,0.0149,0.0202,0.0307,0.0959,0.0104
5,5.1,69,osfl,7465,6411,38,0.0029,0.0055,0.005,0.0067,0.0074,0.008,0.0106,0.0013
5,5.1,69,pigr,7465,6411,88,0.0045,0.0094,0.0091,0.0126,0.0134,0.0138,0.0209,0.0031
5,5.1,69,rubl,7465,6411,88,0.0043,0.0147,0.015,0.0181,0.0196,0.0212,0.039,0.0041
5,5.1,69,swth,7465,6411,76,0.0852,0.2503,0.2514,0.2877,0.3006,0.3303,0.3944,0.048
5,5.1,69,wwcr,7465,6411,100,0.0373,0.0904,0.0787,0.1169,0.136,0.1427,0.6107,0.0331
5,5.1,70,blbw,11280,11127,0,0.0015,0.0031,0.0032,0.0034,0.0035,0.0035,0.0036,4e-4
